datetime,meander,granular_sums,straight_line
2023-01-01 12:00:00,1.0164511494069155,1341.8920677504123,1320.1736930824336
2023-01-02 12:00:00,1.0065373983769184,8016.209076384995,7964.144292414222
2023-01-03 12:00:00,1.0123179780663039,9810.664405215364,9691.287340323017
2023-01-04 12:00:00,1.0016378569177773,9664.613623518228,9648.8102528972
2023-01-05 12:00:00,1.0073528211128857,9227.749621614603,9160.394876762375
2023-01-06 12:00:00,1.1099220953750268,3229.209520867371,2909.40196102346
2023-01-07 12:00:00,1.049372312708686,4517.394480333809,4304.853888009787
2023-01-08 12:00:00,1.0243215047314924,3285.807800247494,3207.7895319680997
2023-01-09 12:00:00,1.0061058418423763,7820.982303185432,7773.518429098559
2023-01-10 12:00:00,1.0231391227591937,11340.394382584529,11083.922147363342
2023-01-11 12:00:00,1.0013918398865953,19033.847437852455,19007.3921912605
2023-01-12 12:00:00,1.0282849840353643,6566.8382217899525,6386.204528650503
2023-01-13 12:00:00,1.0027003479126837,9445.214444817151,9419.77776758451
2023-01-14 12:00:00,1.0316032694847543,4629.962220412876,4488.122864059322
2023-01-15 12:00:00,1.004133412975549,10730.590686405287,10686.419302199418
2023-01-16 12:00:00,1.0167175905327674,5027.143637401891,4944.483782136229
2023-01-17 12:00:00,1.0028136714442686,3300.1459638060546,3290.886490461514
2023-01-18 12:00:00,1.0387358852167161,5517.382987238605,5311.632211577526
2023-01-19 12:00:00,1.0084021625845276,10703.640970086326,10614.456580153466
2023-01-20 12:00:00,1.0068401279331964,12330.42261480428,12246.653935134376
2023-01-21 12:00:00,1.1036475877592193,7148.526720395516,6477.182390177159
2023-01-22 12:00:00,1.004073372698615,13432.375775241915,13377.882673195645
2023-01-23 12:00:00,1.003110326695648,14852.104203041921,14806.052542561623
2023-01-24 12:00:00,1.0011562807829328,12895.490634029129,12880.597047190762
2023-01-25 12:00:00,1.0048810622579676,8444.972900683651,8403.952684417993
2023-01-26 12:00:00,1.0058252637765552,5589.347869136546,5556.977012239994
2023-01-27 12:00:00,1.0169046417446985,7927.6558730694815,7795.86949221516
2023-02-22 12:00:00,1.037210622880467,38014.78635874672,36650.980543541664
2023-02-23 12:00:00,1.0400368185332218,35628.27768595992,34256.746541153196
2023-02-24 12:00:00,1.098741106884792,1514.6457714358548,1378.5283557199905
2023-02-25 12:00:00,1.1685606924388612,1150.8916050019009,984.8796151100345
2023-02-26 12:00:00,1.0513613724008002,3005.7914537169336,2858.9517673197006
2023-02-27 12:00:00,1.0632254040922728,1899.670516921369,1786.7053492229243
2023-02-28 12:00:00,1.0178261474573485,1481.5469581778057,1455.5992316358615
2023-03-04 12:00:00,1.3438960484098852,1755.2353542429428,1306.0797048400875
2023-03-05 12:00:00,1.1514798061550282,4200.698513379766,3648.0870015485184
2023-03-06 12:00:00,1.389155773316818,3218.289902382431,2316.7235555579778
2023-03-07 12:00:00,1.0470895203486141,2823.2711587088947,2696.3035192720918
2023-03-08 12:00:00,1.002368684556217,12920.776748087144,12890.243826609183
2023-03-09 12:00:00,1.0036893163142409,13227.653849770819,13179.032231154513
2023-03-10 12:00:00,3.4237679814992537,2706.1256910426328,790.3940061550642
2023-03-18 12:00:00,1.2698516630684216,20801.631339297324,16381.150605443983
2023-03-19 12:00:00,1.231247269745834,20736.126632963886,16841.561514483143
2023-03-20 12:00:00,1.0164819876850832,4148.886968839799,4081.613859472705
2023-03-21 12:00:00,1.0093283326663502,5185.596191673754,5137.670294040915
2023-03-22 12:00:00,1.0752653956867544,3233.656920848469,3007.310505685143
2023-03-23 12:00:00,1.0425841856193352,1863.3219612483567,1787.2148714220825
2023-03-24 12:00:00,1.0159146608967602,2295.2930569033792,2259.336482925934
2023-03-25 12:00:00,1.017664418261586,5419.0112507339045,5324.949122217391
2023-03-26 12:00:00,1.0216968575901724,3791.1724195842653,3710.662699429577
2023-03-27 12:00:00,1.005510156554232,12977.77467398649,12906.656973470896
2023-03-28 12:00:00,1.2333521757509094,4754.672300082138,3855.080806248484
2023-04-06 12:00:00,4.686522054268167,4636.17348979678,989.2567315616208
2023-04-07 12:00:00,1.0446934614601713,8676.351044969228,8305.164495661977
2023-04-08 12:00:00,1.0018955425687186,12856.738575170264,12832.414187817827
2023-04-09 12:00:00,1.0217126620683072,5557.081424066479,5438.986547173628
2023-04-10 12:00:00,1.011445753853343,6659.205524586791,6583.848416207163
2023-04-11 12:00:00,1.007688605157555,7935.349275604682,7874.803024456119
2023-04-12 12:00:00,1.0234921860669817,4842.232945412272,4731.089314926509
2023-04-13 12:00:00,1.068334730008772,5832.23387568483,5459.182138202081
2023-04-14 12:00:00,1.057581522862671,5785.93616780087,5470.912684007041
2023-04-24 12:00:00,1.0274518782178714,11940.302052430718,11621.27619362702
2023-04-25 12:00:00,1.0343679208851393,10113.814326567881,9777.772611038818
2023-04-26 12:00:00,1.0101773263576226,3611.1846372457785,3574.8027034684687
2023-04-27 12:00:00,1.1739116279172717,6087.6097691493505,5185.74790842634
2023-04-28 12:00:00,1.0237627191685386,9793.845476398159,9566.518972631033
2023-04-29 12:00:00,1.0013542324847708,12102.807345883977,12086.43949689207
2023-04-30 12:00:00,1.0133995652602916,9190.534365331316,9069.013526733384
2023-05-01 12:00:00,1.0295809824370143,4628.719322986095,4495.731177969054
2023-05-02 12:00:00,1.014834212724998,5286.668156137061,5209.390942725
2023-05-03 12:00:00,1.0262062449419163,6595.793466319408,6427.35658531559
2023-05-04 12:00:00,1.0062799470501649,12404.651529293862,12327.237132824896
