datetime,Compass bearing [deg],data_gap_minutes
2020-04-16 12:30:00,59.00662,15.0
2020-04-16 13:00:00,58.00661,30.0
2020-04-16 13:30:00,57.99221,30.0
2020-04-16 14:00:00,59.00184,30.0
2020-04-16 14:30:00,58.00008,30.0
2020-04-16 15:00:00,58.9982,30.0
2020-04-16 15:30:00,58.00675,30.0
2020-04-16 16:00:00,57.99831,30.0
2020-04-16 16:30:00,58.00002,30.0
2020-04-16 17:00:00,58.00162,30.0
2020-04-16 17:30:00,57.99351,30.0
2020-04-16 18:00:00,59.00119,30.0
2020-04-16 18:30:00,58.00138,30.0
2020-04-16 19:00:00,58.99366,30.0
2020-04-16 19:30:00,59.00049,30.0
2020-04-16 20:00:00,59.00451,30.0
2020-04-16 20:30:00,58.00464,30.0
2020-04-16 21:00:00,58.00044,30.0
2020-04-16 21:30:00,57.9936,30.0
2020-04-16 22:00:00,59.00199,30.0
2020-04-16 22:30:00,57.99807,30.0
2020-04-16 23:00:00,59.00608,30.0
2020-04-16 23:30:00,57.00039,30.0
2020-04-17 00:00:00,58.99307,30.0
2020-04-17 00:30:00,58.00345,30.0
2020-04-17 01:00:00,58.9935,30.0
2020-04-17 01:30:00,58.99898,30.0
2020-04-17 02:00:00,59.0103,30.0
2020-04-17 02:30:00,57.00603,30.0
2020-04-17 03:00:00,57.98945,30.0
2020-04-17 03:30:00,58.01265,30.0
2020-04-17 04:00:00,56.00624,30.0
2020-04-17 04:30:00,56.98627,30.0
2020-04-17 05:00:00,58.00201,30.0
2020-04-17 05:30:00,57.00533,30.0
2020-04-17 06:00:00,57.0002,30.0
2020-04-17 06:30:00,56.99387,30.0
2020-04-17 07:00:00,58.00125,30.0
2020-04-17 07:30:00,57.0011,30.0
2020-04-17 08:00:00,57.99482,30.0
2020-04-17 08:30:00,57.99613,30.0
2020-04-17 09:00:00,58.99753,30.0
2020-04-17 09:30:00,58.01339,30.0
2020-04-17 10:00:00,56.99556,30.0
2020-04-17 10:30:00,58.00472,30.0
2020-04-17 11:00:00,56.00836,30.0
2020-04-17 11:30:00,56.98573,30.0
2020-04-17 12:00:00,58.00219,30.0
2020-04-17 12:30:00,57.00573,30.0
2020-04-17 13:00:00,56.99854,30.0
2020-04-17 13:30:00,57.0001,30.0
2020-04-17 14:00:00,57.00105,30.0
2020-04-17 14:30:00,56.99572,30.0
2020-04-17 15:00:00,57.99294,30.0
2020-04-17 15:30:00,58.00901,30.0
2020-04-17 16:00:00,56.99417,30.0
2020-04-17 16:30:00,58.99152,30.0
2020-04-17 17:00:00,58.01586,30.0
2020-04-17 17:30:00,56.99111,30.0
2020-04-17 18:00:00,58.99454,30.0
2020-04-17 18:30:00,58.00625,30.0
2020-04-17 19:00:00,58.00398,30.0
2020-04-17 19:30:00,57.001,30.0
2020-04-17 20:00:00,57.99238,30.0
2020-04-17 20:30:00,58.00595,30.0
2020-04-17 21:00:00,57.00696,30.0
2020-04-18 01:30:00,56.99443,30.0
2020-04-18 02:00:00,57.99366,30.0
2020-04-18 02:30:00,58.00743,30.0
2020-04-18 03:00:00,56.99977,30.0
2020-04-18 03:30:00,57.99383,30.0
2020-04-18 04:00:00,58.00147,30.0
2020-04-18 04:30:00,58.00068,30.0
2020-04-18 05:00:00,57.99591,30.0
2020-04-18 05:30:00,58.99254,30.0
2020-04-18 06:00:00,59.0104,30.0
2020-04-18 06:30:00,57.01215,30.0
2020-04-18 07:00:00,56.98804,30.0
2020-04-18 07:30:00,58.9894,30.0
2020-04-18 08:00:00,59.00733,30.0
2020-04-18 08:30:00,58.00444,30.0
2020-04-18 09:00:00,57.99844,30.0
2020-04-18 09:30:00,58.00181,30.0
2020-04-18 10:00:00,57.99391,30.0
2020-04-18 10:30:00,58.99777,30.0
2020-04-18 11:00:00,58.01424,30.0
2020-04-18 11:30:00,56.99194,30.0
2020-04-18 12:00:00,58.99522,30.0
2020-04-18 12:30:00,58.00331,30.0
2020-04-18 13:00:00,58.9919,30.0
2020-04-18 13:30:00,59.00559,30.0
2020-04-18 14:00:00,58.00888,30.0
2020-04-18 14:30:00,57.00554,30.0
2020-04-18 15:00:00,56.99246,30.0
2020-04-18 15:30:00,58.00145,30.0
2020-04-18 16:00:00,57.00146,30.0
2020-04-18 16:30:00,57.99345,30.0
2020-04-18 17:00:00,58.00131,30.0
2020-04-18 17:30:00,58.00129,30.0
2020-04-18 18:00:00,57.99352,30.0
2020-04-18 18:30:00,59.00149,30.0
2020-04-18 19:00:00,58.00018,30.0
2020-04-18 19:30:00,58.99817,30.0
2020-04-18 20:00:00,58.0068,30.0
2020-04-18 20:30:00,57.99815,30.0
2020-04-18 21:00:00,58.00061,30.0
2020-04-18 21:30:00,57.9994,30.0
2020-04-18 22:00:00,58.0019,30.0
2020-04-18 22:30:00,57.99351,30.0
2020-04-18 23:00:00,59.00105,30.0
2020-04-18 23:30:00,58.00193,30.0
2020-04-19 00:00:00,58.9916,30.0
2020-04-19 00:30:00,59.00818,30.0
2020-04-19 01:00:00,57.99886,30.0
2020-04-19 01:30:00,58.99677,30.0
2020-04-19 02:00:00,58.01372,30.0
2020-04-19 02:30:00,56.99502,30.0
2020-04-19 03:00:00,58.98342,30.0
2020-04-19 03:30:00,60.00112,30.0
2020-04-19 04:00:00,59.01172,30.0
2020-04-19 04:30:00,57.99856,30.0
2020-04-19 05:00:00,58.99401,30.0
2020-04-19 05:30:00,59.0018,30.0
2020-04-19 06:00:00,58.99881,30.0
2020-04-19 06:30:00,59.00296,30.0
2020-04-19 07:00:00,58.01249,30.0
2020-04-19 07:30:00,56.99372,30.0
2020-04-19 08:00:00,58.98982,30.0
2020-04-19 08:30:00,58.99999,30.0
2020-04-19 09:00:00,59.01024,30.0
2020-04-19 09:30:00,57.00535,30.0
2020-04-19 10:00:00,57.99224,30.0
2020-04-19 10:30:00,58.00231,30.0
2020-04-19 11:00:00,57.99913,30.0
2020-04-19 11:30:00,58.00134,30.0
2020-04-19 12:00:00,57.99553,30.0
2020-04-19 12:30:00,58.99339,30.0
2020-04-19 13:00:00,59.00739,30.0
2020-04-19 13:30:00,58.00021,30.0
2020-04-19 14:00:00,58.99214,30.0
2020-04-19 14:30:00,59.00772,30.0
2020-04-19 15:00:00,58.00012,30.0
2020-04-19 15:30:00,58.99216,30.0
2020-04-19 16:00:00,59.00772,30.0
2020-04-19 16:30:00,58.00013,30.0
2020-04-19 17:00:00,58.9916,30.0
2020-04-19 17:30:00,59.00774,30.0
2020-04-19 18:00:00,58.00004,30.0
2020-04-19 18:30:00,58.99248,30.0
2020-04-19 19:00:00,59.00653,30.0
2020-04-19 19:30:00,58.00455,30.0
2020-04-19 20:00:00,57.99878,30.0
2020-04-19 20:30:00,58.00033,30.0
2020-04-19 21:00:00,57.99989,30.0
2020-04-19 21:30:00,58.00011,30.0
2020-04-19 22:00:00,57.99967,30.0
2020-04-19 22:30:00,58.00122,30.0
2020-04-19 23:00:00,57.99514,30.0
2020-04-19 23:30:00,58.99378,30.0
2020-04-20 00:00:00,59.00589,30.0
2020-04-20 00:30:00,58.00582,30.0
2020-04-20 01:00:00,57.99436,30.0
2020-04-20 01:30:00,58.99357,30.0
2020-04-20 02:00:00,59.00783,30.0
2020-04-20 02:30:00,57.99827,30.0
2020-04-20 03:00:00,58.99945,30.0
2020-04-20 03:30:00,58.00358,30.0
2020-04-20 04:00:00,58.9866,30.0
2020-04-20 04:30:00,60.00334,30.0
2020-04-20 05:00:00,58.99965,30.0
2020-04-20 05:30:00,59.99833,30.0
2020-04-20 06:00:00,59.00663,30.0
2020-04-20 06:30:00,58.99866,30.0
2020-04-20 07:00:00,58.99874,30.0
2020-04-20 07:30:00,59.0064,30.0
2020-04-20 08:00:00,57.99883,30.0
2020-04-20 08:30:00,58.99865,30.0
2020-04-20 09:00:00,58.00623,30.0
2020-04-20 09:30:00,57.99995,30.0
2020-04-20 10:00:00,57.99396,30.0
2020-04-20 10:30:00,59.00107,30.0
2020-04-20 11:00:00,58.00148,30.0
2020-04-20 11:30:00,58.99375,30.0
2020-04-20 12:00:00,59.00008,30.0
2020-04-20 12:30:00,59.00591,30.0
2020-04-20 13:00:00,57.99943,30.0
2020-04-20 13:30:00,58.99671,30.0
2020-04-20 14:00:00,58.01335,30.0
2020-04-20 14:30:00,56.99656,30.0
2020-04-20 15:00:00,58.00079,30.0
2020-04-20 15:30:00,56.99993,30.0
2020-04-20 16:00:00,57.99987,30.0
2020-04-20 16:30:00,57.00026,30.0
2020-04-20 17:00:00,57.99954,30.0
2020-04-20 17:30:00,57.00122,30.0
2020-04-20 18:00:00,57.99594,30.0
2020-04-20 18:30:00,57.01468,30.0
2020-04-20 19:00:00,55.99202,30.0
2020-04-20 19:30:00,57.99444,30.0
2020-04-20 20:00:00,57.00633,30.0
2020-04-20 20:30:00,57.00376,30.0
2020-04-20 21:00:00,56.00179,30.0
2020-04-20 21:30:00,56.98944,30.0
2020-04-20 22:00:00,57.99334,30.0
2020-04-20 22:30:00,58.01192,30.0
2020-04-20 23:00:00,56.00484,30.0
2020-04-20 23:30:00,56.99259,30.0
2020-04-21 00:00:00,57.00129,30.0
2020-04-21 00:30:00,57.00225,30.0
2020-04-21 01:00:00,56.9897,30.0
2020-04-21 01:30:00,58.99265,30.0
2020-04-21 02:00:00,58.01582,30.0
2020-04-21 02:30:00,56.99073,30.0
2020-04-21 03:00:00,58.99838,30.0
2020-04-21 03:30:00,57.01459,30.0
2020-04-21 04:00:00,56.99018,30.0
2020-04-21 04:30:00,58.00153,30.0
2020-04-21 05:00:00,57.00334,30.0
2020-04-21 05:30:00,57.98547,30.0
2020-04-21 06:00:00,59.00813,30.0
2020-04-21 06:30:00,57.00482,30.0
2020-04-21 07:00:00,57.99648,30.0
2020-04-21 07:30:00,57.0089,30.0
2020-04-21 08:00:00,56.99081,30.0
2020-04-21 08:30:00,58.00224,30.0
2020-04-21 09:00:00,56.99923,30.0
2020-04-21 09:30:00,58.00119,30.0
2020-04-21 10:00:00,56.99566,30.0
2020-04-21 10:30:00,58.9934,30.0
2020-04-21 11:00:00,58.00687,30.0
2020-04-21 11:30:00,58.00265,30.0
2020-04-21 12:00:00,57.0057,30.0
2020-04-21 12:30:00,56.99807,30.0
2020-04-21 13:00:00,57.00201,30.0
2020-04-21 13:30:00,56.99346,30.0
2020-04-21 14:00:00,57.99925,30.0
2020-04-21 14:30:00,57.00873,30.0
2020-04-21 15:00:00,56.98933,30.0
2020-04-21 15:30:00,58.98765,30.0
2020-04-21 16:00:00,59.01306,30.0
2020-04-21 16:30:00,57.00643,30.0
2020-04-21 17:00:00,57.9851,30.0
2020-04-21 17:30:00,59.0065,30.0
2020-04-21 18:00:00,57.01169,30.0
2020-04-21 18:30:00,56.99335,30.0
2020-04-21 19:00:00,57.98999,30.0
2020-04-21 19:30:00,58.99956,30.0
2020-04-21 20:00:00,58.0114,30.0
2020-04-21 20:30:00,57.0015,30.0
2020-04-21 21:00:00,57.00613,30.0
2020-04-21 21:30:00,55.99715,30.0
2020-04-21 22:00:00,57.98247,30.0
2020-04-21 22:30:00,59.00279,30.0
2020-04-21 23:00:00,58.00641,30.0
2020-04-21 23:30:00,57.99678,30.0
2020-04-22 00:00:00,58.00689,30.0
2020-04-22 00:30:00,56.99881,30.0
2020-04-22 01:00:00,57.99823,30.0
2020-04-22 01:30:00,57.0079,30.0
2020-04-22 02:00:00,56.99366,30.0
2020-04-22 02:30:00,57.99428,30.0
2020-04-22 03:00:00,58.00568,30.0
2020-04-22 03:30:00,57.00656,30.0
2020-04-22 04:00:00,56.99333,30.0
2020-04-22 04:30:00,57.9974,30.0
2020-04-22 05:00:00,57.99355,30.0
2020-04-22 05:30:00,59.00525,30.0
2020-04-22 06:00:00,57.00823,30.0
2020-04-22 06:30:00,57.98569,30.0
2020-04-22 07:00:00,59.00234,30.0
2020-04-22 07:30:00,58.00457,30.0
2020-04-22 08:00:00,58.00308,30.0
2020-04-22 08:30:00,57.00707,30.0
2020-04-22 09:00:00,56.99235,30.0
2020-04-22 09:30:00,58.00036,30.0
2020-04-22 10:00:00,57.00586,30.0
2020-04-22 10:30:00,56.99972,30.0
2020-04-22 11:00:00,56.99525,30.0
2020-04-22 11:30:00,57.99613,30.0
2020-04-22 12:00:00,57.99672,30.0
2020-04-22 12:30:00,58.99383,30.0
2020-04-22 13:00:00,59.00476,30.0
2020-04-22 13:30:00,58.01155,30.0
2020-04-22 14:00:00,56.99603,30.0
2020-04-22 14:30:00,58.00468,30.0
2020-04-22 15:00:00,56.00805,30.0
2020-04-22 15:30:00,56.987,30.0
2020-04-22 16:00:00,57.99729,30.0
2020-04-22 16:30:00,58.00034,30.0
2020-04-22 17:00:00,58.00135,30.0
2020-04-22 17:30:00,57.99427,30.0
2020-04-22 18:00:00,58.99833,30.0
2020-04-22 18:30:00,58.01161,30.0
2020-04-22 19:00:00,57.00181,30.0
2020-04-22 19:30:00,57.00469,30.0
2020-04-22 20:00:00,56.0026,30.0
