Deployment Leg,Sensor ID,DN Station ID,IMEI,Deployment Date,Deployment Datetime,First Data Datetime,Last Data Datetime,Active,Sampling Frequency (hh:mm),Re-deployed As,Formerly Deployed As,Buoy Type,Manufacturer,Model,PI,Data Authors
1,2019F4,CO1,300025060016190,2019-10-14,2019-10-14 06:08:00,2019-10-14 06:08:24,2020-03-11 02:12:28,0,03:00,,,Flux Buoy,Naval Postgraduate School,Autonomous Ocean Flux Buoy,Stanton,Tim Stanton; Bill Shaw
1,2019I4,CO1,300434063382860,2019-10-21,2019-10-21 00:47:00,2019-10-21 00:51:24,2020-05-14 16:01:49,0,04:00,,,Seasonal IMB,CryoInn,SIMB3,Perovich,Ryleigh Moore; Don Perovich
1,2019P153,CO1,300234068210190,2019-10-10,2019-10-10 02:00:00,2019-10-10 02:00:00,2019-10-29 02:00:00,0,01:00,2020P224; 2020P227,,SVP,MetOcean Telematics,SVP-I-XXGS-LP,Lei,Ruibo Lei; Guangyu Zuo; Marcel Nicolaus; Julia Regnery; Mario Hoppmann; Jennifer Hutchings
1,2019P161,CO1,300234068118580,2019-10-21,2019-10-21 06:18:00,2019-10-21 07:00:00,2019-11-15 03:00:00,0,01:00,2020P226,,SVP,MetOcean Telematics,SVP-I-XXGS-LP,Lei,Ruibo Lei; Guangyu Zuo; Marcel Nicolaus; Julia Regnery; Mario Hoppmann; Jennifer Hutchings
1,ASFSTUCB1,CO1,ASFSTUCB,2019-10-24,2019-10-24 00:06:00,2019-10-24 00:10:00,2020-05-10 08:20:01,0,00:10,ASFSTUCB2; ASFSTUCB3,,Atmospheric Surface Flux Station,Hemisphere,GPS Compass V102,Shupe,Matthew D Shupe; Ola Persson; Christopher J Cox; Michael Gallagher; Taneil Uttal; Jennifer Hutchings; Sara M Morris; Dave Costa; Jackson Osborn
1,2019F1,L1,300025060203170,2019-10-05,2019-10-05 05:15:00,2019-10-05 09:34:29,2020-03-15 16:27:28,0,03:00,,,Flux Buoy,Naval Postgraduate School,Autonomous Ocean Flux Buoy,Stanton,Tim Stanton; Bill Shaw
1,2019I1,L1,300434063386850,2019-10-05,2019-10-05 05:10:00,2019-10-07 08:02:27,2020-03-16 00:03:11,0,04:00,,,Seasonal IMB,CryoInn,SIMB3,Perovich,Ryleigh Moore; Don Perovich
1,2019R8,L1,300025060111910,2019-10-07,2019-10-07 04:40:00,2019-10-07 05:01:37,2020-08-03 03:01:22,0,01:00,,,Radiation Station,Bruncin,Radiation Station,Hoppmann,Marcel Nicolaus; Hans Jakob Belter; Jan Rohde; Mario Hoppmann; Ran Tao; Christian Katlein
1,2019S92,L1,300234066080170,2019-10-05,2019-10-05 05:09:00,2019-10-14 07:00:00,2019-11-26 17:00:00,0,01:00,,,Snow Buoy,MetOcean Telematics,ICEB-I-TBAS-SH-A,Nicolaus,Marcel Nicolaus; Hans Jakob Belter; Jan Rohde; Mario Hoppmann
1,2019T67,L1,300234068704730,2019-10-05,2019-10-05 01:00:00,2019-10-05 05:31:34,2020-08-06 09:00:16,0,00:30,2020T85,,Thermistor,SAMS Enterprise Ltd,SIMBA V7,Lei,Ruibo Lei; Bin Cheng; Mario Hoppmann; Guangyu Zuo
1,2019W4,L1,300125060219720,2019-10-10,2019-10-05 05:02:00,2019-10-05 08:00:47,2019-11-27 13:31:12,0,00:30,,,ITP,Woods Hole Oceanographic Institution,Ice-Tethered Profiler,Krishfield,John Toole; Rick Krishfield
1,ASFS40UCB1,L1,ASFS40UCB,2019-10-05,2019-10-05 08:27:00,2019-10-05 23:40:00,2020-02-27 03:30:00,0,00:10,,,Atmospheric Surface Flux Station,Hemisphere,GPS Compass V102,Shupe,Matthew D Shupe; Ola Persson; Christopher J Cox; Michael Gallagher; Taneil Uttal; Jennifer Hutchings; Sara M Morris; Dave Costa; Jackson Osborn
1,2019F2,L2,300025060013160,2019-10-07,2019-10-07 05:16:00,2019-10-10 04:50:23,2020-08-04 05:40:06,0,02:00,2019F5,,Flux Buoy,Naval Postgraduate School,Autonomous Ocean Flux Buoy,Stanton,Tim Stanton; Bill Shaw
1,2019I2,L2,300434063384820,2019-10-07,2019-10-07 05:43:00,2019-10-10 08:01:18,2020-02-03 12:07:34,0,04:00,,,Seasonal IMB,CryoInn,SIMB3,Perovich,Ryleigh Moore; Don Perovich
1,2019R9,L2,300025060015720,2019-10-07,2019-10-07 05:24:00,2019-10-07 06:01:42,2020-06-17 14:06:52,0,01:00,,,Radiation Station,Bruncin,Radiation Station,Hoppmann,Marcel Nicolaus; Hans Jakob Belter; Jan Rohde; Mario Hoppmann; Ran Tao; Christian Katlein
1,2019S93,L2,300234066081140,2019-10-07,2019-10-07 05:21:00,2019-10-14 07:01:00,2020-08-02 15:02:01,0,01:00,2020S107,,Snow Buoy,MetOcean Telematics,ICEB-I-TBAS-SH-A,Nicolaus,Marcel Nicolaus; Hans Jakob Belter; Mario Hoppmann
1,2019T63,L2,300234068709320,2019-10-07,2019-10-07 01:00:00,2019-10-07 01:00:14,2020-08-09 16:30:16,0,00:30,,,Thermistor,SAMS Enterprise Ltd,SIMBA V7,Lei,Ruibo Lei; Bin Cheng; Mario Hoppmann; Guangyu Zuo
1,2019T65,L2,300234068705730,2019-10-07,2019-10-07 03:00:00,2019-10-07 03:00:14,2020-08-03 00:00:13,0,00:30,,,Thermistor,SAMS Enterprise Ltd,SIMBA V7,Lei,Ruibo Lei; Bin Cheng; Mario Hoppmann; Guangyu Zuo
1,2019W2,L2,300025010524990,2019-10-07,2019-10-07 05:20:00,2019-10-07 06:00:29,2020-08-18 05:01:46,0,01:00,,,ITP,Woods Hole Oceanographic Institution,Ice-Tethered Profiler,Krishfield,Benjamin Rabe; Mario Hoppmann; John Toole; Rick Krishfield
1,ASFS30UCB1,L2,ASFS30UCB,2019-10-07,2019-10-07 09:33:00,2019-10-07 09:40:00,2020-02-24 09:00:00,0,00:10,ASFS30UCB2; ASFS30UCB3; ASFS30UCB4; ASFS30UCB5,,Atmospheric Surface Flux Station,Hemisphere,GPS Compass V102,Shupe,Matthew D Shupe; Ola Persson; Christopher J Cox; Michael Gallagher; Taneil Uttal; Jennifer Hutchings; Sara M Morris; Dave Costa; Jackson Osborn
1,2019F3,L3,300025060016600,2019-10-10,2019-10-10 04:48:00,2019-10-10 04:50:23,2020-02-03 07:53:43,0,02:00,,,Flux Buoy,Naval Postgraduate School,Autonomous Ocean Flux Buoy,Stanton,Tim Stanton; Bill Shaw
1,2019I3,L3,300434063387850,2019-10-10,2019-10-10 04:54:00,2019-10-10 08:02:25,2020-07-30 12:39:46,0,04:00,,,Seasonal IMB,CryoInn,SIMB3,Perovich,Ryleigh Moore; Don Perovich
1,2019M30,L3,300025060314090,2019-10-10,2019-10-10 06:00:00,2019-10-10 06:00:29,2020-04-10 14:07:36,0,01:00,,,IMBFlex,Bruncin,IMBFlex,Hoppmann,Mario Hoppmann
1,2019S94,L3,300234066081170,2019-10-10,2019-10-10 06:00:00,2019-10-14 07:00:00,2020-08-07 14:00:01,0,01:00,2020S108,,Snow Buoy,MetOcean Telematics,ICEB-I-TBAS-SH-A,Nicolaus,Marcel Nicolaus; Mario Hoppmann
1,2019T70,L3,300234068705280,2019-10-09,2019-10-09 01:00:00,2019-10-09 05:48:03,2020-08-08 10:00:15,0,02:00,,,Thermistor,SAMS Enterprise Ltd,SIMBA V7,Lei,Bin Cheng; Ruibo Lei; Mario Hoppmann; Guangyu Zuo
1,2019W3,L3,300025010247950,2019-10-10,2019-10-10 04:41:00,2019-10-10 05:01:01,2020-08-07 12:45:47,0,00:15,,,ITP,Woods Hole Oceanographic Institution,Ice-Tethered Profiler,Krishfield,Sylvia Cole; John Toole; Rick Krishfield
1,ASFS50UCB1,L3,ASFS50UCB,2019-10-10,2019-10-10 08:21:00,2019-10-10 08:30:00,2020-02-05 03:00:00,0,00:10,ASFS50UCB2; ASFS50UCB3; ASFS50UCB4,,Atmospheric Surface Flux Station,Hemisphere,GPS Compass V102,Shupe,Matthew D Shupe; Ola Persson; Christopher J Cox; Michael Gallagher; Taneil Uttal; Jennifer Hutchings; Sara M Morris; Dave Costa; Jackson Osborn
1,2019S96,LM,300234066083120,2019-10-29,2019-10-29 01:45:00,2019-10-29 02:00:00,2020-08-01 09:59:59,0,00:10,2020S106,,Snow Buoy,MetOcean Telematics,ICEB-I-TBAS-SH-A,Nicolaus,Marcel Nicolaus; Mario Hoppmann; Ruibo Lei
1,2019T62,LM,300234068706290,2019-10-19,2019-10-29 00:45:00,2019-10-29 01:43:34,2020-08-01 09:30:14,0,00:30,2020T82,,Thermistor,SAMS Enterprise Ltd,SIMBA V7,Lei,Ruibo Lei; Bin Cheng; Mario Hoppmann; Guangyu Zuo
1,2019T66,LM,300234068706330,2019-10-29,2019-10-29 01:45:00,2019-10-29 02:11:33,2020-08-14 09:00:13,0,00:30,,,Thermistor,SAMS Enterprise Ltd,SIMBA V7,Lei,Ruibo Lei; Bin Cheng; Mario Hoppmann; Guangyu Zuo
1,2019O1,M1,300234068066320,2019-10-05,2019-10-05 04:40:00,2019-10-05 04:40:00,2020-08-05 07:50:00,0,00:10,2020O10,,CTD,PacificGyre IT,SVP5S,Fang,Mario Hoppmann; Ivan Kuznetsov; Benjamin Rabe; Ying-Chih Fang
1,2019S84,M1,300234065725000,2019-10-05,2019-10-05 04:00:00,2019-10-05 04:11:00,2020-05-27 02:00:00,0,01:00,,,Snow Buoy,MetOcean Telematics,ICEB-I-TBAS-SH-A,Nicolaus,Marcel Nicolaus; Ying-Chih Fang; Mario Hoppmann
1,2019T68,M1,300234068708330,2019-10-05,2019-10-05 05:30:00,2019-10-05 06:00:12,2020-08-05 12:00:13,0,02:00,,,Thermistor,SAMS Enterprise Ltd,SIMBA V7,Lei,Bin Cheng; Ruibo Lei; Mario Hoppmann; Guangyu Zuo
1,2019V1,M1,300234067068380,2019-10-05,2019-10-05 05:17:00,2019-10-05 13:07:11,2020-05-09 07:58:08,0,01:00,,,DTOP Ocean Profiler,Tianjin Yuanxun Technology Co. Ltd.,DTOP Ocean Profiler,Li,Tao Li; Jialiang Zhu
1,2019O2,M2,300234068160720,2019-10-07,2019-10-07 02:30:00,2019-10-07 02:40:00,2019-11-22 15:33:30,0,00:10,,,CTD,PacificGyre IT,SVP5S,Fang,Mario Hoppmann; Ivan Kuznetsov; Benjamin Rabe; Ying-Chih Fang
1,2019S79,M2,300234066344810,2019-10-07,2019-10-07 02:00:00,2019-10-14 07:01:00,2019-11-28 08:02:00,0,01:00,,,Snow Buoy,MetOcean Telematics,ICEB-I-TBAS-SH-A,Nicolaus,Marcel Nicolaus; Ying-Chih Fang; Mario Hoppmann
1,2019T57,M2,300234065177750,2019-10-07,2019-10-07 02:00:00,2019-10-07 04:00:09,2020-01-18 02:00:12,0,02:00,,,Thermistor,SAMS Enterprise Ltd,SIMBA V7,Lei,Bin Cheng; Ruibo Lei; Mario Hoppmann; Guangyu Zuo
1,2019V2,M2,300234067064490,2019-10-07,2019-10-07 03:22:00,2019-10-07 11:09:55,2020-08-09 22:58:08,0,01:00,,,DTOP Ocean Profiler,Tianjin Yuanxun Technology Co. Ltd.,DTOP Ocean Profiler,Li,Tao Li; Jialiang Zhu
1,2019O3,M3,300234068164710,2019-10-07,2019-10-07 07:10:00,2019-10-07 07:10:00,2020-08-03 12:59:59,0,00:10,,,CTD,PacificGyre IT,SVP5S,Fang,Mario Hoppmann; Ivan Kuznetsov; Benjamin Rabe; Ying-Chih Fang
1,2019S81,M3,300234066444880,2019-10-07,2019-10-07 06:30:00,2019-10-14 08:01:00,2020-08-03 15:01:01,0,01:00,,,Snow Buoy,MetOcean Telematics,ICEB-I-TBAS-SH-A,Nicolaus,Marcel Nicolaus; Ying-Chih Fang; Mario Hoppmann
1,2019T59,M3,300234065170760,2019-10-07,2019-10-07 07:30:00,2019-10-07 07:38:55,2020-08-14 12:00:13,0,02:00,,,Thermistor,SAMS Enterprise Ltd,SIMBA V7,Lei,Bin Cheng; Ruibo Lei; Mario Hoppmann; Guangyu Zuo
1,2019V3,M3,300234067064370,2019-10-07,2019-10-07 08:05:00,2019-10-07 15:52:41,2020-08-03 14:58:07,0,01:00,,,DTOP Ocean Profiler,Tianjin Yuanxun Technology Co. Ltd.,DTOP Ocean Profiler,Li,Tao Li; Jialiang Zhu
1,2019O4,M4,300234068166760,2019-10-08,2019-10-08 01:30:00,2019-10-08 01:30:00,2020-08-14 08:25:01,0,00:10,,,CTD,PacificGyre IT,SVP5S,Fang,Mario Hoppmann; Ivan Kuznetsov; Benjamin Rabe; Ying-Chih Fang
1,2019S80,M4,300234066346540,2019-10-08,2019-10-08 01:00:00,2019-10-14 08:01:00,2019-11-02 17:03:00,0,01:00,,,Snow Buoy,MetOcean Telematics,ICEB-I-TBAS-SH-A,Nicolaus,Marcel Nicolaus; Ying-Chih Fang; Mario Hoppmann
1,2019T58,M4,300234065171790,2019-10-08,2019-10-08 01:00:00,2019-10-08 01:08:56,2020-08-13 19:00:12,0,02:00,,,Thermistor,SAMS Enterprise Ltd,SIMBA V7,Lei,Bin Cheng; Ruibo Lei; Mario Hoppmann; Guangyu Zuo
1,2019O5,M5,300234068169760,2019-10-09,2019-10-09 01:20:00,2019-10-09 02:50:00,2020-07-12 15:50:01,0,00:10,,,CTD,PacificGyre IT,SVP5S,Fang,Mario Hoppmann; Ivan Kuznetsov; Benjamin Rabe; Ying-Chih Fang
1,2019S87,M5,300234067009210,2019-10-09,2019-10-09 01:00:00,2019-10-14 07:01:00,2020-04-13 06:00:00,0,01:00,,,Snow Buoy,MetOcean Telematics,ICEB-I-TBAS-SH-A,Nicolaus,Marcel Nicolaus; Ying-Chih Fang; Mario Hoppmann
1,2019T72,M5,300234068700290,2019-10-09,2019-10-09 01:00:00,2019-10-09 04:00:11,2020-04-28 02:00:13,0,02:00,,,Thermistor,SAMS Enterprise Ltd,SIMBA V7,Lei,Bin Cheng; Ruibo Lei; Mario Hoppmann; Guangyu Zuo
1,2019V4,M5,300234067066520,2019-10-09,2019-10-09 04:00:00,2019-10-09 11:09:38,2020-08-17 19:58:08,0,01:00,,,DTOP Ocean Profiler,Tianjin Yuanxun Technology Co. Ltd.,DTOP Ocean Profiler,Li,Tao Li; Jialiang Zhu
1,2019O6,M6,300234068514740,2019-10-10,2019-10-10 03:10:00,2019-10-10 03:10:00,2020-08-13 14:54:59,0,00:10,,,CTD,PacificGyre IT,SVP5S,Fang,Mario Hoppmann; Ivan Kuznetsov; Benjamin Rabe; Ying-Chih Fang
1,2019S86,M6,300234066995900,2019-10-10,2019-10-10 02:30:00,2019-10-14 07:00:00,2020-08-13 14:00:01,0,01:00,,,Snow Buoy,MetOcean Telematics,ICEB-I-TBAS-SH-A,Nicolaus,Marcel Nicolaus; Ying-Chih Fang; Mario Hoppmann
1,2019T64,M6,300234068701300,2019-10-10,2019-10-10 03:30:00,2019-10-10 03:31:11,2020-08-13 12:00:16,0,00:30,,,Thermistor,SAMS Enterprise Ltd,SIMBA V7,Lei,Ruibo Lei; Bin Cheng; Mario Hoppmann; Guangyu Zuo
1,2019O7,M7,300234068519770,2019-10-11,2019-10-11 02:20:00,2019-10-11 02:20:00,2019-10-25 20:20:00,0,00:10,,,CTD,PacificGyre IT,SVP5S,Fang,Mario Hoppmann; Ivan Kuznetsov; Benjamin Rabe; Ying-Chih Fang
1,2019S95,M7,300234066081180,2019-10-11,2019-10-11 02:00:00,2019-10-14 07:00:00,2019-10-17 10:01:00,0,01:00,,,Snow Buoy,MetOcean Telematics,ICEB-I-TBAS-SH-A,Nicolaus,Marcel Nicolaus; Ying-Chih Fang; Mario Hoppmann
1,2019T71,M7,300234068706760,2019-10-11,2019-10-11 03:00:00,2019-10-11 04:00:14,2019-11-05 12:00:14,0,02:00,,,Thermistor,SAMS Enterprise Ltd,SIMBA V7,Lei,Bin Cheng; Ruibo Lei; Mario Hoppmann; Guangyu Zuo
1,2019O8,M8,300234068713430,2019-10-11,2019-10-11 01:10:00,2019-10-11 01:10:00,2019-10-26 04:00:00,0,00:10,,,CTD,PacificGyre IT,SVP5S,Fang,Mario Hoppmann; Ivan Kuznetsov; Benjamin Rabe; Ying-Chih Fang
1,2019S90,M8,300234062788470,2019-10-11,2019-10-11 01:00:00,2019-10-11 01:00:00,2019-10-25 19:04:00,0,01:00,,,Snow Buoy,MetOcean Telematics,ICEB-I-TBAS-SH-A,Nicolaus,Marcel Nicolaus; Hans Jakob Belter; Jan Rohde; Mario Hoppmann
1,2019T69,M8,300234068700320,2019-10-11,2019-10-11 02:00:00,2019-10-11 02:00:15,2020-09-29 13:00:15,0,02:00,,,Thermistor,SAMS Enterprise Ltd,SIMBA V7,Lei,Bin Cheng; Ruibo Lei; Mario Hoppmann; Guangyu Zuo
1,2019V5,M8,300234067061400,2019-10-11,2011-10-11 02:30:00,2019-10-11 09:02:35,2019-10-25 21:58:08,0,01:00,,,DTOP Ocean Profiler,Tianjin Yuanxun Technology Co. Ltd.,DTOP Ocean Profiler,Li,Tao Li; Jialiang Zhu
1,2019P207,P001,300234068918790,2019-10-10,2019-10-10 02:46:00,2019-10-10 03:00:26,2020-05-09 09:00:26,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hutchings,Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Hans Jakob Belter; Vladimir Bessonov; Ruibo Lei; Anne Morgenstern; Tomasz Petrovsky; Jan Rohde; Vasily Smolyanitsky; Vladimir Sokolov; Anna Timofeeva; Thomas Krumpen
1,2019P204,P002,300234068916790,2019-10-10,2019-10-10 03:06:00,2019-10-10 03:30:26,2020-08-29 15:30:27,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hutchings,Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Hans Jakob Belter; Vladimir Bessonov; Ruibo Lei; Anne Morgenstern; Tomasz Petrovsky; Jan Rohde; Vasily Smolyanitsky; Vladimir Sokolov; Anna Timofeeva; Thomas Krumpen
1,2019P205,P003,300234068916810,2019-10-09,2019-10-09 02:50:00,2019-10-09 03:00:26,2020-11-14 12:00:53,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hutchings,Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Hans Jakob Belter; Vladimir Bessonov; Ruibo Lei; Anne Morgenstern; Tomasz Petrovsky; Jan Rohde; Vasily Smolyanitsky; Vladimir Sokolov; Anna Timofeeva; Thomas Krumpen
1,2019P197,P004,300234068911820,2019-10-04,2019-10-04 11:08:00,2019-10-04 11:30:26,2020-08-13 00:30:38,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hutchings,Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Hans Jakob Belter; Vladimir Bessonov; Ruibo Lei; Anne Morgenstern; Tomasz Petrovsky; Jan Rohde; Vasily Smolyanitsky; Vladimir Sokolov; Anna Timofeeva; Thomas Krumpen
1,2019P201,P005,300234068912800,2019-10-10,2019-10-10 02:01:00,2019-10-10 03:30:25,2020-10-24 12:00:24,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hutchings,Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Hans Jakob Belter; Vladimir Bessonov; Ruibo Lei; Anne Morgenstern; Tomasz Petrovsky; Jan Rohde; Vasily Smolyanitsky; Vladimir Sokolov; Anna Timofeeva; Thomas Krumpen
1,2019P208,P006,300234068918800,2019-10-09,2019-10-09 03:15:00,2019-10-09 05:00:28,2020-05-16 01:30:25,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hutchings,Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Hans Jakob Belter; Vladimir Bessonov; Ruibo Lei; Anne Morgenstern; Tomasz Petrovsky; Jan Rohde; Vasily Smolyanitsky; Vladimir Sokolov; Anna Timofeeva; Thomas Krumpen
1,2019P202,P007,300234068912810,2019-10-09,2019-10-09 03:08:00,2019-10-09 05:00:26,2020-09-14 16:30:34,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hutchings,Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Hans Jakob Belter; Vladimir Bessonov; Ruibo Lei; Anne Morgenstern; Tomasz Petrovsky; Jan Rohde; Vasily Smolyanitsky; Vladimir Sokolov; Anna Timofeeva; Thomas Krumpen
1,2019P142,P008,300234065981590,2019-10-05,2019-10-05 02:27:00,2019-10-07 01:30:00,2020-09-05 00:30:59,0,01:00,,,SVP,TUT,iSVP,Lei,Ruibo Lei; Guangyu Zuo; Mario Hoppmann; Daniel Watkins; Jennifer Hutchings
1,2019P209,P009,300234068919740,2019-10-09,2019-10-09 02:55:00,2019-10-09 03:30:28,2020-08-28 00:30:27,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hutchings,Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Hans Jakob Belter; Vladimir Bessonov; Ruibo Lei; Anne Morgenstern; Tomasz Petrovsky; Jan Rohde; Vasily Smolyanitsky; Vladimir Sokolov; Anna Timofeeva; Thomas Krumpen
1,2019P199,P010,300234068911790,2019-10-06,2019-10-06 03:30:00,2019-10-06 04:00:27,2020-08-29 16:00:10,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hutchings,Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Hans Jakob Belter; Vladimir Bessonov; Ruibo Lei; Anne Morgenstern; Tomasz Petrovsky; Jan Rohde; Vasily Smolyanitsky; Vladimir Sokolov; Anna Timofeeva; Thomas Krumpen
1,2019P193,P011,300234068125990,2019-10-07,2019-10-07 02:34:00,2019-10-07 03:00:26,2020-05-22 07:30:25,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hutchings,Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Hans Jakob Belter; Vladimir Bessonov; Ruibo Lei; Anne Morgenstern; Tomasz Petrovsky; Jan Rohde; Vasily Smolyanitsky; Vladimir Sokolov; Anna Timofeeva; Thomas Krumpen
1,2019P195,P012,300234068225020,2019-10-06,2019-10-06 04:00:00,2019-10-06 04:30:27,2020-08-15 07:30:45,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hutchings,Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Hans Jakob Belter; Vladimir Bessonov; Ruibo Lei; Anne Morgenstern; Tomasz Petrovsky; Jan Rohde; Vasily Smolyanitsky; Vladimir Sokolov; Anna Timofeeva; Thomas Krumpen
1,2019P138,P013,300234065980580,2019-10-05,2019-10-05 04:06:00,2019-10-06 07:30:00,2020-08-21 08:29:59,0,01:00,,,SVP,TUT,iSVP,Lei,Ruibo Lei; Guangyu Zuo; Mario Hoppmann; Daniel Watkins; Jennifer Hutchings
1,2019P188,P014,300234068121990,2019-10-07,2019-10-07 02:39:00,2019-10-07 03:30:30,2020-05-06 07:30:25,0,00:30,,,SVP,PacificGyre IT,Universal Tracker,Hutchings,Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Hans Jakob Belter; Vladimir Bessonov; Ruibo Lei; Anne Morgenstern; Tomasz Petrovsky; Jan Rohde; Vasily Smolyanitsky; Vladimir Sokolov; Anna Timofeeva; Thomas Krumpen
1,2019P190,P015,300234068220020,2019-10-07,2019-10-07 02:42:00,2019-10-07 03:00:26,2020-12-13 01:30:29,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hutchings,Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Hans Jakob Belter; Vladimir Bessonov; Ruibo Lei; Anne Morgenstern; Tomasz Petrovsky; Jan Rohde; Vasily Smolyanitsky; Vladimir Sokolov; Anna Timofeeva; Thomas Krumpen
1,2019P206,P016,300234068917830,2019-10-07,2019-10-07 07:13:00,2019-10-07 08:00:26,2020-08-29 04:30:24,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hutchings,Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Hans Jakob Belter; Vladimir Bessonov; Ruibo Lei; Anne Morgenstern; Tomasz Petrovsky; Jan Rohde; Vasily Smolyanitsky; Vladimir Sokolov; Anna Timofeeva; Thomas Krumpen
1,2019P196,P017,300234068226020,2019-10-07,2019-10-07 07:24:00,2019-10-07 08:00:26,2020-07-19 22:30:42,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hutchings,Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Hans Jakob Belter; Vladimir Bessonov; Ruibo Lei; Anne Morgenstern; Tomasz Petrovsky; Jan Rohde; Vasily Smolyanitsky; Vladimir Sokolov; Anna Timofeeva; Thomas Krumpen
1,2019P198,P018,300234068910810,2019-10-07,2019-10-07 07:05:00,2019-10-07 08:30:32,2020-12-07 07:30:26,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hutchings,Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Hans Jakob Belter; Vladimir Bessonov; Ruibo Lei; Anne Morgenstern; Tomasz Petrovsky; Jan Rohde; Vasily Smolyanitsky; Vladimir Sokolov; Anna Timofeeva; Thomas Krumpen
1,2019P203,P019,300234068915790,2019-10-07,2019-10-07 07:02:00,2019-10-07 08:30:26,2020-06-21 23:04:48,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hutchings,Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Hans Jakob Belter; Vladimir Bessonov; Ruibo Lei; Anne Morgenstern; Tomasz Petrovsky; Jan Rohde; Vasily Smolyanitsky; Vladimir Sokolov; Anna Timofeeva; Thomas Krumpen
1,2019P145,P020,300234065982560,2019-10-09,2019-10-09 03:59:00,2019-10-14 11:30:00,2019-11-02 08:30:00,0,01:00,,,SVP,TUT,iSVP,Lei,Ruibo Lei; Guangyu Zuo; Mario Hoppmann; Daniel Watkins; Jennifer Hutchings
1,2019P140,P021,300234065984580,2019-10-07,2019-10-07 06:40:00,2019-10-09 03:30:00,2020-09-11 17:32:00,0,01:00,,,SVP,TUT,iSVP,Lei,Ruibo Lei; Guangyu Zuo; Mario Hoppmann; Daniel Watkins; Jennifer Hutchings
1,2019P200,P023,300234068910590,2019-10-07,2019-10-07 06:58:00,2019-10-07 08:00:25,2020-08-05 19:30:24,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hutchings,Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Hans Jakob Belter; Vladimir Bessonov; Ruibo Lei; Anne Morgenstern; Tomasz Petrovsky; Jan Rohde; Vasily Smolyanitsky; Vladimir Sokolov; Anna Timofeeva; Thomas Krumpen
1,2019P136,P025,300234065980590,2019-10-07,2019-10-07 01:48:00,2019-10-07 03:30:00,2020-10-08 17:29:59,0,01:00,,,SVP,TUT,iSVP,Lei,Ruibo Lei; Guangyu Zuo; Mario Hoppmann; Daniel Watkins; Jennifer Hutchings
1,2019P137,P026,300234065090840,2019-10-09,2019-10-09 03:39:00,2019-10-10 00:30:00,2020-09-21 12:30:01,0,01:00,,,SVP,TUT,iSVP,Lei,Ruibo Lei; Guangyu Zuo; Mario Hoppmann; Daniel Watkins; Jennifer Hutchings
1,2019P189,P027,300234068221000,2019-10-05,2019-10-05 03:10:00,2019-10-05 03:30:26,2019-12-15 19:30:25,0,00:30,,,SVP,PacificGyre IT,Ice Tracker,Hutchings,Jennifer Hutchings; Daniel Watkins; Mario Hoppmann; Hans Jakob Belter; Vladimir Bessonov; Ruibo Lei; Anne Morgenstern; Tomasz Petrovsky; Jan Rohde; Vasily Smolyanitsky; Vladimir Sokolov; Anna Timofeeva; Thomas Krumpen
